provisional_id,five_prime_process_signal_selected_row_count_sum_over_mature_count_sum,num_locis,Folding Energy,3' Overhang Bot,3' Overhang Top,miRDeep2_score,mirDeep_sensitivity,sensitivity_uncertainty,total_read_count,mature_read_count,loop_read_count,star_read_count,significant_randfold_p-value,homologous_seed_in_miRBase,consensus_mature_sequence_length,mature_5'u_or_3'u,consensus_star_sequence_length,consensus_precursor_sequence_length,Candidate/Confident/no-mirna
chrX_22660,0.7460417986067132,14,-24.8,2,2,0.7,0,0,7871,7871,0,0,yes,False,20,False,22,73,falsepositive
chr6_18437,1.0,1,-12.5,2,2,0.6,0,0,21,21,0,0,yes,False,24,False,26,58,Candidate
chr1_547,1.0,1,-23.6,2,0,0.6,0,0,24,24,0,0,yes,False,22,False,21,58,Candidate
chr8_20610,0.9827586206896552,3,-24.9,4,1,0.6,0,0,58,58,0,0,yes,False,20,False,15,84,falsepositive
chr2_11650,1.0,1,-19.1,1,4,0.6,0,0,32,32,0,0,no,True,18,False,17,53,Confident
chr8_20547,1.0,3,-23.7,1,2,0.6,0,0,173,173,0,0,no,True,18,True,22,74,Confident
chr6_18375,1.0,2,-21.2,2,2,0.6,0,0,62,62,0,0,yes,False,21,False,22,58,Candidate
chr7_19344,1.0,1,-26.7,2,3,0.6,0,0,11,11,0,0,yes,False,21,True,19,66,falsepositive
chr2_12526,1.0,1,-12.6,5,3,0.6,0,0,23,23,0,0,yes,False,18,False,18,37,falsepositive
chr13_6017,1.0,1,-14.4,3,3,0.5,0,0,9,9,0,0,yes,False,18,True,21,48,falsepositive
chr9_21152,0.5405405405405406,2,-14.8,2,2,0.5,0,0,37,37,0,0,yes,False,18,True,17,41,falsepositive
chr1_1065,0.5897435897435898,4,-26.3,2,2,0.5,0,0,189,156,33,0,yes,False,18,False,17,95,falsepositive
chr12_5446,0.5789473684210527,13,-18.0,2,0,0.5,0,0,19,19,0,0,no,True,23,True,24,50,Confident
chr6_18686,1.0,1,-19.7,2,5,0.5,0,0,22,22,0,0,yes,False,19,True,21,73,falsepositive
chr3_15274,1.0,1,-15.2,2,1,0.5,0,0,21,21,0,0,yes,False,23,True,23,62,falsepositive
chr4_16045,1.0,1,-21.0,0,2,0.5,0,0,15,15,0,0,yes,False,18,True,16,70,falsepositive
chr8_20548,1.0,3,-28.0,2,2,0.5,0,0,173,173,0,0,no,True,18,True,18,87,Confident
chr12_5121,1.0,1,-18.5,2,2,0.5,0,0,18,18,0,0,yes,False,24,True,23,63,falsepositive
chr3_15146,1.0,1,-24.6,2,2,0.4,0,0,22,22,0,0,yes,False,22,True,20,49,falsepositive
chr10_2408,1.0,1,-25.4,2,2,0.4,0,0,23,23,0,0,yes,False,23,False,23,73,falsepositive
chr9_21460,1.0,1,-19.5,2,2,0.4,0,0,15,15,0,0,yes,False,21,True,21,55,falsepositive
chr11_3640,1.0,1,-19.6,2,0,0.4,0,0,82,82,0,0,yes,False,18,False,17,41,falsepositive
chr15_6970,0.5601503759398496,8,-7.9,2,2,0.3,0,0,266,266,0,0,no,True,20,False,21,42,Confident
chr9_21035,1.0,1,-17.1,2,3,0.3,0,0,22,22,0,0,yes,False,22,True,22,54,Candidate
chrX_22785,1.0,3,-16.1,2,3,0.3,0,0,40,40,0,0,yes,False,20,False,20,52,falsepositive
chr18_9975,1.0,1,-24.9,1,2,0.3,0,0,23,23,0,0,yes,False,25,False,25,82,falsepositive
chr2_11517,0.9878048780487804,2,-16.9,2,2,0.2,0,0,82,82,0,0,yes,False,18,False,18,57,falsepositive
chr1_2193,1.0,1,-22.4,0,1,0.2,0,0,29,29,0,0,yes,False,24,False,23,66,falsepositive
chr19_10394,1.0,2,-18.9,2,3,0.2,0,0,42,42,0,0,yes,False,25,True,25,54,Candidate
chr12_4757,1.0,1,-22.0,5,11,0.2,0,0,21,21,0,0,yes,False,19,False,23,76,falsepositive
chr20_12870,1.0,2,-15.6,2,2,0.2,0,0,28,28,0,0,yes,False,24,False,22,80,falsepositive
chr11_4189,1.0,1,-11.2,4,5,0.2,0,0,47,47,0,0,yes,False,18,False,17,54,falsepositive
chr1_1509,1.0,1,-21.0,2,2,0.1,0,0,25,25,0,0,yes,False,23,True,23,62,Candidate
chr12_4888,1.0,2,-21.4,8,2,0.1,0,0,19,19,0,0,yes,False,25,False,30,74,falsepositive
chr10_2926,1.0,1,-19.4,4,1,0.1,0,0,96,96,0,0,yes,False,18,False,15,56,falsepositive
chr7_18806,1.0,1,-21.4,2,1,0.1,0,0,54,54,0,0,yes,False,23,True,23,50,falsepositive
chr2_12480,1.0,2,-14.2,3,1,0.1,0,0,104,104,0,0,yes,False,18,True,16,39,falsepositive
chr6_18170,1.0,1,-17.0,3,7,0.1,0,0,10,10,0,0,yes,False,23,True,20,58,falsepositive
chrX_23258,1.0,1,-13.5,2,2,0.1,0,0,46,46,0,0,yes,False,18,False,20,61,falsepositive
chr4_16251,1.0,1,-26.4,8,2,0.0,0,0,61,61,0,0,yes,False,24,False,29,85,falsepositive
chr8_20575,0.9565217391304348,2,-9.8,2,2,0.0,0,0,23,23,0,0,yes,False,18,True,17,38,falsepositive
chr5_16481,1.0,1,-23.5,2,2,0.0,0,0,32,32,0,0,yes,False,21,False,20,53,falsepositive
chr7_19564,1.0,1,-15.5,2,2,0.0,0,0,34,34,0,0,yes,False,18,True,19,42,falsepositive
chr1_2126,1.0,1,-20.5,3,2,0.0,0,0,56,56,0,0,yes,False,25,False,25,72,falsepositive
chr7_19867,1.0,1,-12.2,2,2,0.0,0,0,35,35,0,0,yes,False,23,True,18,60,falsepositive
chr3_14452,1.0,1,-15.8,1,2,0.0,0,0,54,54,0,0,yes,False,19,True,21,67,falsepositive
chr14_6686,1.0,1,-12.1,5,2,0.0,0,0,28,28,0,0,yes,False,20,False,18,44,falsepositive
chr15_6973,0.884657635,38,-12.2,2,1,0.0,0,0,2504,2504,0,0,yes,False,23,True,22,48,falsepositive
